Unnamed: 0,Field,CANDELS_ID,z_1,RA_gal,DEC_gal,A,Clump_ID,dist_clump,flux_ratio,restuv_flux,RA_clump,DEC_clump,Raw_Flux_f125w_mjy,Background_Flux_f125w_mjy,Corrected_Flux_f125w_mjy,Raw_Flux_f160w_mjy,Background_Flux_f160w_mjy,Corrected_Flux_f160w_mjy,Raw_Flux_f275w_mjy,Background_Flux_f275w_mjy,Corrected_Flux_f275w_mjy,Raw_Flux_f435w_mjy,Background_Flux_f435w_mjy,Corrected_Flux_f435w_mjy,Raw_Flux_f606w_mjy,Background_Flux_f606w_mjy,Corrected_Flux_f606w_mjy,Raw_Flux_f775w_mjy,Background_Flux_f775w_mjy,Corrected_Flux_f775w_mjy,Raw_Flux_f850lp_mjy,Background_Flux_f850lp_mjy,Corrected_Flux_f850lp_mjy,Raw_Flux_f140w_mjy,Background_Flux_f140w_mjy,Corrected_Flux_f140w_mjy,Fld,F,ID,W,RAJ2000_1,DEJ2000_1,Q,mag,e_mag,r,e_r,n,e_n,q_lc,e_q,PA,e_PA,S_N,COSMOS,GOODS,recno,GroupID,GroupSize,Separation_1,norm_dist,Gal,RAGdeg,DEGdeg,z_2,logM_,e_logM_,logSFR,e_logSFR,GUmag,GVmag,GJmag,Rad,e_Rad,CID,RAJ2000_2,DEJ2000_2,Det,fLUV,BSC,F435W,e_F435W,F606W,e_F606W,F775W,e_F775W,F814W,e_F814W,F850LP,e_F850LP,F105W,e_F105W,F125W,e_F125W,F140W,e_F140W,F160W,e_F160W,Dist,zphot,q_zphot,CMass,b_CMass,b_cmass_lc,CSFR,b_CSFR,b_csfr_lc,E_B-V_,b_E_B-V_,b_e_b-v__lc,logAge,b_logAge,b_logage_lc,logtau,b_logtau,b_logtau_lc,CUmag,e_CUmag,CBmag,e_CBmag,CVmag,e_CVmag,logUVSFR,e_logUVSFR,UVE_B-V_,e_UVE_B-V_,VRFlag,BMFlag,EFlag,Separation,Raw_Flux_f160_mjy,Background_Flux_f160_mjy,Corrected_Flux_f160_mjy,Raw_Flux_f850_mjy,Background_Flux_f850_mjy,Corrected_Flux_f850_mjy,wrong_corrected_flux_f160_mjy,wrong_corrected_flux_f850_mjy,new_x,new_y
660,goodss,3279,1.12974,53.1002633,-27.8825628,7.071,2,4.334514101949607,0.2790379524563605,0.238752,53.10019022255556,-27.882562132187548,0.4836475951132964,0.3063232174853781,0.2659865664418774,0.7159948805718395,0.4748608543909403,0.3617010392713487,0.0123605755032812,-0.0100028631130229,0.0335451579244563,0.0378500159288107,0.0118999264375074,0.0389251342369549,0.0826273316238386,0.0259275722492981,0.0850496390618107,0.1545434910981223,0.063118128337055,0.1371380441416009,0.2607135134000761,0.1349372956935802,0.1886643265597437,0.6111344879502904,0.4029468749811022,0.3122814194537821,G,H,3279,,53.100262,-27.882561,0,21.897,0.014,0.372,0.006,1.27,0.049,0.538,0.01,72.3,0.8,171.97,0,1,75143,177.0,2.0,0.0076878215128468,0.6991151611552173,3279,53.100263,-27.882563,1.12,10.29,0.17,1.489,0.055,-19.72,-21.036,-22.568,0.372,0.006,3,53.100207,-27.882575,v,0.24,bgsub_v4,0.051166,0.007003,0.119606,0.004438,0.21673,0.010689,0.234702,0.008526,0.29567,0.008974,0.429857,0.015255,0.533648,0.010258,0.650398,0.025259,0.803873,0.013893,0.693,0.636,1,9.008,8.942,9.095,0.966,0.842,1.098,0.46,0.45,0.5,-0.866,-1.097,-0.699,0.218,-1.0,2.0,-18.128,0.052,-18.558,0.034,-18.998,0.028,,,,,0,0,0,0.1223677774846185,,,,,,,,,52.976930801583315,49.20540693088778
661,goodss,3283,2.8,53.0589454,-27.8820726,3.84,1,2.262741699796952,0.5090020946873732,0.59646,53.05897207326728,-27.88209929545277,0.128022839591899,0.0386754257423766,0.1340211207742835,0.1900746560914654,0.0586478583382733,0.197140196629788,-0.0212522047881384,-0.004423543240357,-0.025242992321672,0.0417591342647653,0.0130487487926305,0.0430655782082022,0.1028821951643883,0.0292188207437353,0.1104950616309794,0.1208539034651947,0.0346226486037904,0.1293468822921064,0.1134984898910488,0.0346717385004608,0.118240127085882,,,,G,H,3283,,53.058941,-27.882072,2,23.78,0.031,0.209,0.008,0.2,0.031,0.611,0.025,-52.0,2.2,63.53,0,2,75147,178.0,2.0,0.0141668010520122,0.6495908989647934,3283,53.058945,-27.882073,2.857,9.62,0.2,1.496,0.161,-21.41,-21.684,-22.056,0.209,0.008,1,53.058973,-27.882089,i,0.322,bgsub_v4,0.083798,0.011264,0.217247,0.005936,0.264237,0.012548,0.175402,0.007046,0.236844,0.01342,0.24776,0.007185,0.267978,0.010051,,,0.399161,0.01238,0.629,2.872,0,9.903,9.827,9.921,0.588,0.577,0.604,0.05,0.05,0.05,0.301,0.301,0.301,0.531,0.477,0.903,-21.08,0.037,-21.274,0.034,-21.274,0.034,,,,,0,1,0,0.4118676434254726,,,,,,,,,59.13316360729086,17.8777394127777
665,goodss,3304,2.517,53.082109,-27.8819673,5.459,2,2.8720223710827884,0.3345602606676655,0.770314,53.0821456132956,-27.881924688303275,0.2030388631264179,0.0952315066255714,0.1617110347512696,0.2573272036816384,0.115181414333002,0.2132186840229547,0.0046360064604183,-0.010455235235347,0.0226368625436479,0.0940841695512725,0.0485307997549029,0.0683300546945544,0.1380976528198581,0.0677389917357786,0.1055379916261192,0.1451121671969257,0.0682690957605898,0.1152646071545038,0.1508537527826981,0.0804438542582206,0.1056148477867163,0.2128413288396922,0.1027050274574569,0.1652044520733529,G,H,3304,,53.082108,-27.881966,0,23.649,0.04,0.276,0.012,0.943,0.131,0.688,0.032,-58.7,2.4,59.41,0,2,75168,179.0,2.0,0.0056593350643833,0.6243527050066252,3304,53.082109,-27.881967,2.389,9.55,0.24,1.333,0.353,-21.213,-21.51,-21.661,0.276,0.013,3,53.082065,-27.881917,i,0.194,bgsub_v4,0.133721,0.006677,0.196147,0.004729,0.203853,0.010046,0.203782,0.007627,0.206572,0.010057,,,0.23904,0.009727,0.231628,0.024822,0.287142,0.011941,0.59,2.568,0,8.774,8.701,8.841,0.753,0.523,0.916,0.094,0.05,0.15,-0.933,-1.097,-0.699,-0.716,-1.0,0.0,-20.242,0.044,-20.4,0.059,-20.447,0.045,,,,,0,0,0,0.6870640561531267,,,,,,,,,51.312343799251074,52.25084804629047
700,goodss,3475,2.302,53.2611613,-27.8801408,5.894,3,10.656474557751263,0.0854964412932166,0.180596,53.2610631052629,-27.87997830065988,0.0488899267378191,0.0464680783894272,0.0036327725225879,0.0867598047293218,0.0863634414795005,0.000594544874732,,,,,,,0.0154247103657427,0.0079528957291024,0.0112077219549604,0.0240664794365819,0.0128803829790968,0.0167791446862276,0.0301398715650141,0.0205726498326389,0.0143508325985628,,,,G,H,3475,,53.261162,-27.880138,0,22.487,0.04,0.484,0.025,1.64,0.149,0.788,0.022,-22.3,1.8,75.2,0,0,75339,187.0,3.0,0.010323184951656,1.3210505721687371,3475,53.261161,-27.880141,2.252,10.93,0.22,2.222,0.554,-21.275,-22.54,-24.113,0.484,0.025,2,53.261072,-27.879994,i,0.087,bgsub_v4,,,0.016355,0.002726,0.025629,0.003454,0.015349,0.01807,0.021216,0.0036,,,0.024074,0.011912,,,0.012745,0.015684,1.367,1.866,0,7.474,6.923,8.016,-0.106,-0.797,0.489,0.155,0.0,0.3,-1.65,-2.0,-0.301,0.109,-1.0,0.699,-17.574,0.474,-17.124,1.087,-16.909,1.336,,,,,0,0,0,0.918996875544283,,,,,,,,,,
711,goodss,3531,1.476,53.2242142,-27.8797404,6.363,5,9.157898912960327,0.1162541187301164,0.783969,53.2241820774519,-27.87957686235,0.2043924928309228,0.1012558254756074,0.154705001032973,0.2655659765596593,0.1361139733715946,0.1941780047820971,0.015380450491449,0.0034130726842311,0.0179510667108269,0.0656635821007494,0.0189629370604182,0.0700509675604968,0.0790457908636323,0.0248514647852868,0.0812914891175182,0.1024908502286008,0.0381914153669902,0.0964491522924157,0.1409276259674207,0.0533351801290967,0.1313886687574859,0.2534715867049569,0.1165032070824556,0.205452569433752,G,H,3531,,53.224216,-27.87974,0,21.892,0.016,0.425,0.007,0.766,0.038,0.853,0.012,-39.7,0.9,130.73,0,1,75395,189.0,5.0,0.0059061095722623,1.2928798102712735,3531,53.224214,-27.87974,1.459,10.18,0.21,1.502,0.398,-21.049,-21.911,-22.764,0.425,0.007,5,53.22419,-27.879599,v,0.114,bgsub_v4,0.095209,0.007568,0.113448,0.004697,0.141743,0.010141,0.144742,0.008228,0.15688,0.009861,0.186748,0.015553,0.191579,0.011974,0.220994,0.026394,0.239585,0.016202,1.328,1.415,0,8.137,8.078,8.257,0.877,0.678,1.091,0.304,0.25,0.35,-1.711,-2.0,-1.523,-0.177,-1.0,1.079,-18.47,0.068,-18.672,0.086,-18.809,0.114,,,,,0,0,0,0.7024223878870074,,,,,,,,,49.949043624498486,57.68583467456657
734,goodss,3610,1.524,53.0921036,-27.8791609,7.616,1,7.594945687758407,0.0645025006739847,0.517074,53.09198896345923,-27.879227226759,0.1992975965509119,0.160461036976781,0.0582548393611963,0.2825589134286363,0.2374839472439084,0.0676124492770919,-0.0214446441918242,-0.0147234942803211,-0.0100817248672546,0.0293690818962747,0.0172005953108188,0.0182527298781839,0.0350006287645787,0.0241113009248987,0.0163339917595199,0.0599945370782228,0.0413268628029018,0.0280015114129814,0.08569261838341,0.0646045658294424,0.0316320788309514,0.2239735927541395,0.2059727948448735,0.027001196863899,G,H,3610,,53.092102,-27.879158,0,21.947,0.017,0.496,0.009,1.118,0.044,0.741,0.01,-73.1,0.7,156.68,0,2,75474,194.0,4.0,0.0116153634197105,0.9187434449859913,3610,53.092104,-27.879161,1.527,10.31,0.17,1.622,0.063,-20.888,-21.901,-23.008,0.496,0.009,4,53.091997,-27.879233,v,0.044,bgsub_v4,0.030859,0.008462,0.032111,0.005228,0.056705,0.014226,0.060719,0.007729,0.057114,0.01104,,,0.122107,0.008888,0.072726,0.02617,0.142629,0.01204,0.917,1.418,0,8.293,8.128,8.514,1.001,-0.424,1.207,0.379,0.15,0.55,-1.416,-2.0,-0.523,-0.367,-1.0,0.301,-17.543,0.203,-18.029,0.126,-17.764,0.391,,,,,0,0,0,0.035146668160508,,,,,,,,,55.00426308011903,45.171189659555395
749,goodss,3654,1.787,53.1744296,-27.8791516,8.799,2,8.243179756623045,0.1185607554347055,1.14377,53.17446103506936,-27.87928766169857,0.3503949160902049,0.1885706700578198,0.2427363690485775,0.3741494342807585,0.2353182082339845,0.2082468390701609,0.002702223261079,-0.0044314945925886,0.0107005767805015,0.0811788783755899,0.0232703231539671,0.0868628328324341,0.1167211045530957,0.0384386823879908,0.1174236332476573,0.1577510081951138,0.0612023613088865,0.1448229703293409,0.2046751961161629,0.0860477959833983,0.1779411001991469,0.378623936504992,0.2197857915991359,0.2382572173587841,G,H,3654,,53.174427,-27.87915,0,21.705,0.013,0.586,0.006,0.687,0.024,0.621,0.008,-22.6,0.6,180.06,0,3,75518,197.0,5.0,0.0100812058238212,0.8440115427768109,3654,53.17443,-27.879152,0.754,10.49,0.27,2.228,0.101,-19.346,-20.165,-21.418,0.586,0.006,5,53.174283,-27.879048,b,0.031,bgsub_v4,0.025179,0.007246,0.040395,0.003932,0.040494,0.010069,0.050304,0.00873,0.032619,0.009324,0.046318,0.015098,0.084248,0.010138,0.073361,0.025091,0.084879,0.012721,0.884,2.163,1,7.038,6.949,7.299,-0.4,-0.739,-0.025,0.253,0.15,0.35,-1.519,-2.0,-1.0,-0.375,-1.0,2.0,-15.234,0.151,-15.308,0.245,-15.157,0.328,,,,,0,0,0,0.7997948695444469,,,,,,,,,49.155930379483756,57.554226039454875
760,goodss,3752,1.201,53.0673688,-27.8781695,7.607,2,12.022712360361949,0.0737824622384337,0.483806,53.06715739421705,-27.878169493816426,0.1021708678257949,0.0950388069509411,0.0106980913122806,0.1389835359339707,0.1270525750648076,0.0178964413037447,-0.0169852727529577,-0.0105499665892169,-0.0096529592456111,0.0242757088519874,0.0125214336335972,0.0176314128275851,0.0286155522288342,0.016860275880052,0.0176329145231733,0.0403863318012865,0.0266633118710324,0.0205845298953812,0.0553004717229288,0.0505084346667483,0.0071880555842706,0.1108016740408073,0.1142313128144006,-0.0051444581603898,G,H,3752,W,53.067371,-27.878166,0,21.23,0.008,0.305,0.004,4.179,0.094,0.689,0.008,24.2,0.8,444.87,0,1,75616,199.0,3.0,0.0144142879481546,2.3651236875574884,3752,53.067369,-27.878169,1.094,10.46,0.16,0.779,0.502,-20.17,-21.616,-22.79,0.305,0.004,3,53.067172,-27.878183,v,0.042,bgsub_v4,0.021559,0.006455,0.021114,0.005096,0.026549,0.009793,0.020877,0.008315,0.012049,0.010631,-0.000987,0.0078,-0.002032,0.006926,-0.026273,0.026267,0.002638,0.008614,2.393,1.219,0,6.059,5.969,6.329,-0.958,-1.065,-0.817,0.002,0.0,0.05,-1.989,-2.0,-1.699,0.975,-0.523,2.0,-15.768,0.397,-14.848,1.066,-14.269,1.975,,,,,0,0,0,0.5575603188535474,,,,,,,,,57.877008893247364,39.98209859338075
767,goodss,3790,1.524,53.0840807,-27.8773207,7.031,3,5.593479462731583,0.0821411276361697,0.742273,53.08418365001331,-27.87730861117509,0.2509398743023441,0.1778272189766714,0.109668982988509,0.3342941801215575,0.2544576318162446,0.1197548224579694,3.112877122568404e-05,-0.0062760119097904,0.0094607110215242,0.0564866927209574,0.0289209443030208,0.0413486226269049,0.0752846912401966,0.0416691419056743,0.0504233240017834,0.1036367569765229,0.0585754762547036,0.0675919210827289,0.1319900663929796,0.0789966628530613,0.0794901053098774,0.29764702725115,0.2075281144883539,0.1351783691441941,G,H,3790,W,53.084084,-27.877317,0,22.245,0.014,0.45,0.008,1.28,0.044,0.745,0.009,-83.8,0.7,186.03,0,1,75654,201.0,4.0,0.0169617347446233,0.7457972814544253,3790,53.084081,-27.877321,1.518,10.03,0.19,1.396,0.129,-20.855,-21.647,-22.462,0.45,0.008,2,53.084057,-27.87723,v,0.055,bgsub_v4,0.041999,0.006791,0.056326,0.004873,0.092732,0.009903,0.081358,0.007587,0.092732,0.010062,0.146601,0.008222,0.172611,0.00655,0.1337,0.024603,0.237995,0.008047,0.761,1.664,0,8.54,8.37,8.705,0.953,0.701,1.318,0.428,0.35,0.5,-1.375,-2.0,-1.0,-0.135,-1.0,0.903,-18.058,0.113,-18.57,0.054,-18.419,0.194,,,,,0,0,0,0.3040918848661029,,,,,,,,,43.51071584498752,48.906168930313584
774,goodss,3819,2.605,53.2269401,-27.8766139,6.323,6,4.269556475794645,0.107329992719623,0.671725,53.2269508618077,-27.876541482479062,0.0647470304617408,0.0153336559142092,0.0741200618212974,0.115255258106239,0.024148330151855,0.136660391931576,0.0010949887074846,-0.0055335682081537,0.0099428353734576,0.0346378317070779,0.0097669291113157,0.0373063538936433,0.0532180258262717,0.01306560234139,0.0602286352273226,0.0545196031007605,0.0152480535108867,0.0589073243848107,0.0519802281007783,0.0145245151149402,0.0561835694787572,0.0698015383444678,0.0232943953659928,0.0697607144677125,G,H,3819,,53.22694,-27.876614,0,23.471,0.048,0.522,0.021,0.45,0.089,0.511,0.026,34.8,1.9,45.2,0,1,75683,202.0,7.0,0.000480485941493,0.4907536040103113,3819,53.22694,-27.876614,2.59,9.78,0.27,1.282,0.363,-21.305,-21.812,-22.25,0.522,0.021,5,53.227017,-27.876636,i,0.063,bgsub_v4,0.02,0.007558,0.049949,0.00473,0.05581,0.010035,0.051202,0.007393,0.047343,0.009914,0.04817,0.015425,0.055391,0.012412,0.06115,0.025085,0.104391,0.013441,0.461,2.874,0,8.838,8.659,9.078,-0.25,-0.3,0.031,0.008,0.0,0.05,-0.052,-0.301,0.301,0.279,-0.523,0.903,-18.918,0.33,-19.56,0.14,-19.56,0.14,,,,,0,0,0,0.5950743261584351,,,,,,,,,45.411862217010984,56.88093604745782
782,goodss,3857,1.1029,53.0619488,-27.8767617,7.641,2,8.172576858005069,0.0515436459111188,0.924215,53.06180338008824,-27.876800578889,0.180867548826355,0.1032684150553193,0.1163987006565536,0.1926177256085227,0.116214557414417,0.1146047522911586,0.010023031302186,0.0032058599143435,0.0102257570817636,0.0465248233145507,0.0216272612318263,0.0373463431240866,0.0610660279544583,0.0301211913041107,0.0464172549755214,0.0921937470483594,0.0501109703696871,0.0631241650180085,0.1350071683263361,0.0824361124279838,0.0788565838475283,,,,G,H,3857,W,53.061947,-27.87676,0,22.223,0.013,0.477,0.007,1.059,0.038,0.608,0.009,-75.4,0.6,179.33,0,2,75721,205.0,8.0,0.0083824062902515,1.027997093167826,3857,53.061949,-27.876762,1.103,9.71,0.15,0.835,0.154,-20.297,-21.043,-21.685,0.477,0.007,4,53.061814,-27.87681,v,0.049,bgsub_v4,0.043811,0.006495,0.050467,0.005017,0.059036,0.009899,0.056787,0.007057,0.055114,0.010648,0.075362,0.007699,0.082489,0.007403,,,0.074794,0.009154,1.033,1.508,0,7.697,7.571,7.852,-0.892,-0.94,-0.346,0.027,0.0,0.15,-0.522,-1.0,-0.097,0.177,-1.0,1.176,-16.663,0.181,-16.659,0.19,-16.982,0.104,,,,,0,0,0,0.1001451991103449,,,,,,,,,47.85466189772527,49.8376870754909
804,goodss,3946,2.007,53.1890972,-27.8755557,7.535,3,10.2348821439233,0.1787255673071457,0.515987,53.18925991682804,-27.875464691236257,0.1833542290971007,0.0976597364389647,0.1285417389872038,0.2086606417474021,0.1294617937872499,0.1187982719402281,-0.0164382184607455,-0.0143188479439908,-0.003179055775132,0.0300234718170155,0.0142140294878461,0.0237141634937541,0.0503079219574684,0.0208392382837185,0.0442030255106249,0.0676166671275983,0.0322212954505297,0.0530930575156029,0.0892334442203877,0.0422794721967195,0.0704309580355023,0.2282007374160801,0.1088883893355225,0.1789685221208364,G,H,3946,,53.189098,-27.875553,0,22.539,0.025,0.568,0.012,0.359,0.038,0.558,0.014,42.2,1.1,79.34,0,1,75810,209.0,3.0,0.0100478653572848,1.0811494868479583,3946,53.189097,-27.875556,1.991,10.39,0.22,2.068,0.168,-21.308,-22.266,-23.539,0.568,0.012,2,53.189243,-27.875459,v,0.132,bgsub_v4,0.031391,0.005166,0.064643,0.003652,0.080786,0.00795,0.080286,0.008614,0.096032,0.008404,0.125529,0.014397,0.170273,0.011892,0.231166,0.025329,0.18664,0.015655,1.125,2.417,0,8.742,8.506,8.919,0.766,0.023,1.5,0.281,0.1,0.45,-1.105,-2.0,-0.523,-0.557,-1.0,0.301,-19.128,0.115,-19.587,0.101,-19.496,0.091,,,,,0,0,0,0.8770202177322023,,,,,,,,,59.449919053468086,31.239915246573453
821,goodss,3997,0.6804,53.1196572,-27.8755559,8.794,1,10.033466499669991,0.0989058579889998,0.442239217429463,53.11983799132913,-27.875563933852973,0.4309397403689443,0.3885123956454092,0.0636410170853025,0.528184004568217,0.4702812981422638,0.0868540596389297,0.0229035142439116,0.0022451163159924,0.0309875968918788,0.0537512700953292,0.0319276288587815,0.0327354618548214,0.0965116199266788,0.0723614982166795,0.0362251825649987,0.2068099685827291,0.1717751459056498,0.052552234015619,0.2737248681237778,0.2367222784537909,0.0555038845049802,0.5033512356849028,0.4453639166491456,0.0869809785536358,G,H,3997,,53.119652,-27.875553,0,20.708,0.009,0.522,0.005,1.472,0.028,0.806,0.005,-77.3,0.4,339.47,0,1,75861,,,0.0195658944474118,1.1532719787980623,3997,53.119657,-27.875556,0.679,10.11,0.18,0.664,0.403,-19.624,-20.956,-21.978,0.522,0.005,1,53.119745,-27.875695,b,0.041,bgsub_v4,0.034512,0.006883,0.031678,0.004519,0.04697,0.010036,0.03854,0.007799,0.043626,0.009774,0.039302,0.01586,0.040228,0.011188,0.001063,0.02514,0.036098,0.013613,1.167,1.054,1,6.672,6.32,6.99,-1.228,-1.559,-0.815,0.039,0.0,0.15,-1.127,-2.0,-0.523,-0.393,-1.0,0.903,-14.74,0.164,-15.064,0.222,-15.023,0.269,,,,,0,0,0,0.2745723488505737,,,,,,,,,39.93266074074517,48.590057839438
853,goodss,4171,1.032,53.2517365,-27.8744888,10.631,3,16.61556536805173,0.1564625623681533,1.02967,53.251912114165314,-27.87472047779553,0.2997027576155525,0.1649382764861958,0.2021467216940349,0.3349816494344674,0.1955875890440318,0.2090910905856533,0.0152283790733042,0.0002630563771681,0.0224479840442041,0.0864131537233562,0.0226593565160535,0.095630695810954,0.0920139214381929,0.0344693698193394,0.0863168274282801,0.1388487273427567,0.0571628664187506,0.122528791386009,0.203626088844556,0.0967125562946796,0.1603702988248145,,,,G,H,4171,,53.25174,-27.874487,0,20.867,0.013,0.765,0.011,1.452,0.037,0.52,0.007,-25.3,0.5,233.0,0,1,76035,221.0,9.0,0.0128859236480311,1.3031816218630932,4171,53.251736,-27.874489,1.087,10.49,0.15,1.797,0.166,-20.94,-22.084,-23.337,0.765,0.011,2,53.251913,-27.874734,v,0.069,bgsub_v4,0.111873,0.007132,0.128771,0.002451,0.157103,0.003291,0.193645,0.018226,0.173227,0.003442,,,0.18565,0.012902,,,0.199233,0.016072,1.274,0.919,0,8.057,7.927,8.068,-0.443,-0.497,0.264,0.003,0.0,0.2,-0.639,-1.0,-0.523,-0.807,-1.0,-0.301,-17.68,0.023,-17.8,0.025,-17.848,0.06,,,,,0,0,0,0.583660498170308,,,,,,,,,38.84090827612553,35.0480357340758
854,goodss,4171,1.032,53.2517365,-27.8744888,10.631,4,18.286252007997703,0.137355785326307,1.02967,53.25202515997306,-27.8746537059409,0.2113972103317756,0.092318879775454,0.1786174958344824,0.2289211140659234,0.1218054045266461,0.160673564308916,0.0043686983859367,0.0009830718731524,0.0050784397691763,0.0779937084608687,0.0183786235843558,0.0894226273147694,0.0876997319688195,0.0242257335048131,0.0952109976960096,0.1253077368892448,0.0384463978047786,0.1302920086266994,0.1696128607717835,0.0618772452244266,0.1616034233210353,,,,G,H,4171,,53.25174,-27.874487,0,20.867,0.013,0.765,0.011,1.452,0.037,0.52,0.007,-25.3,0.5,233.0,0,1,76035,221.0,9.0,0.0128859236480311,1.43421587058364,4171,53.251736,-27.874489,1.087,10.49,0.15,1.797,0.166,-20.94,-22.084,-23.337,0.765,0.011,8,53.252023,-27.874669,v,0.074,bgsub_v4,0.109473,0.007215,0.139456,0.002504,0.170773,0.003284,0.194044,0.018401,0.183261,0.003518,,,0.202465,0.012462,,,0.164501,0.016697,1.386,0.637,1,7.999,7.952,8.071,-0.423,-0.467,-0.382,0.0,0.0,0.0,-0.612,-0.699,-0.523,-0.519,-0.699,-0.301,-17.77,0.021,-17.863,0.024,-17.933,0.054,,,,,0,0,0,0.9643342400659964,,,,,,,,,38.84090827612553,35.0480357340758
863,goodss,4204,2.0531,53.1863168,-27.8728871,5.214,2,4.09785919719065,0.297880521697457,1.00325,53.18626057724548,-27.87291610183017,0.1437262057035798,0.06882647335648,0.1123495985206497,0.1599546099464703,0.0812914954532935,0.1179946717397651,-0.0080700452626674,-0.004202227301873,-0.0058017269411916,0.0887183159829445,0.0365430960547833,0.0782628298922417,0.0994260936725984,0.0406442025236638,0.0881728367234019,0.1029415733648305,0.0412645797764304,0.0925154903826002,0.1091167226893807,0.0464386815805361,0.0940170616632669,0.1742428380314181,0.0750682103966911,0.1487619414520904,G,H,4204,,53.186321,-27.872887,0,22.817,0.022,0.331,0.008,0.56,0.052,0.558,0.017,79.5,1.2,82.89,0,1,76068,223.0,3.0,0.0133707301218488,0.7428143554511729,4204,53.186317,-27.872887,2.053,9.81,0.3,1.237,0.337,-21.336,-21.816,-22.254,0.331,0.008,1,53.186267,-27.872913,i,0.232,bgsub_v4,0.235861,0.007191,0.304391,0.003711,0.330905,0.00786,0.289571,0.008734,0.301147,0.007827,0.381684,0.014821,0.411433,0.011912,0.486355,0.025641,0.470228,0.015747,0.738,2.157,0,8.957,8.915,9.01,0.894,0.749,1.021,0.129,0.1,0.15,-0.886,-1.0,-0.699,-0.369,-0.699,0.0,-20.379,0.039,-20.575,0.051,-20.581,0.036,,,,,0,0,0,0.0963184410240177,,,,,,,,,52.62957037533264,48.11107154874044
870,goodss,4216,1.098,53.0733864,-27.8745835,12.029,6,7.230872181141084,0.0579272684085393,1.15144,53.07343774556058,-27.874471876015942,0.6071006886507558,0.4966447555499714,0.1656838996511767,0.8182325178644846,0.6903229637468659,0.191864331176428,-0.0048351943298728,-0.0007995481957504,-0.0060534692011835,0.0400396334413354,0.020538514150865,0.0292516789357056,0.0845511940562337,0.0475742072183829,0.0554654802567762,0.1735309381656778,0.1152734971030099,0.0873861615940017,0.3296631257681605,0.2429570069639395,0.1300591782063314,0.7148599305655159,0.595833724558204,0.1785393090109676,G,H,4216,W,53.073387,-27.874582,0,19.996,0.004,0.692,0.003,1.616,0.013,0.788,0.002,-79.6,0.2,808.96,0,1,76080,224.0,7.0,0.0057276294748497,0.6269542608479989,4216,53.073386,-27.874583,1.098,10.98,0.2,1.522,0.253,-21.53,-22.942,-24.27,0.692,0.003,4,53.073449,-27.874483,v,0.039,bgsub_v4,0.044511,0.007834,0.095188,0.005177,0.140153,0.009699,0.142123,0.008132,0.168085,0.010634,0.134461,0.008223,0.109701,0.006686,0.096456,0.025019,0.046509,0.008148,0.601,0.431,1,7.071,7.056,7.105,0.079,0.064,0.114,0.1,0.1,0.1,-2.0,-2.0,-2.0,0.054,0.0,0.301,-17.583,0.075,-17.743,0.068,-17.431,0.066,,,,,0,0,0,0.5191370131282886,,,,,,,,,17.750169565584574,78.2138906774067
877,goodss,4244,2.274,53.069854,-27.8729159,6.972,6,7.354576806315914,0.1123442442760117,0.658385,53.06998820785307,-27.872853941777784,0.0655624905488857,0.0203492292433672,0.0678198919582777,0.1017566582284865,0.0250581569919017,0.1150477518548772,-0.0060772653504229,-0.0094699071610939,0.0050889627160065,0.0395504189142169,0.0120180071634392,0.0412986176261666,0.0470318952036866,0.0139821594679946,0.049574603603538,0.0547891326088545,0.0134758463399541,0.0619699294033505,0.0393224300307129,0.0145183308000995,0.0372061488459201,0.1207534863980697,0.0279507612503032,0.1392040877216497,G,H,4244,,53.069855,-27.872915,2,23.484,0.03,0.559,0.015,0.2,0.029,0.654,0.017,-24.1,1.3,67.46,0,5,76108,225.0,7.0,0.004541471745564,0.7893999934412644,4244,53.069854,-27.872916,2.293,9.72,0.22,0.733,0.059,-20.713,-21.411,-21.669,0.559,0.015,6,53.069828,-27.873078,i,0.055,bgsub_v4,0.039283,0.006927,0.042081,0.005114,0.048158,0.00971,0.040115,0.00791,0.045636,0.010452,0.014929,0.007024,0.040765,0.006863,0.07327,0.0274,0.061591,0.008436,0.808,2.44,0,8.284,8.029,8.579,-0.475,-0.543,-0.409,0.0,0.0,0.0,-0.182,-0.523,0.301,1.064,0.301,2.0,-17.956,0.262,-18.76,0.276,-18.667,0.149,,,,,1,0,0,0.3720026293178238,,,,,,,,,16.96423165067893,8.770686680667666
