Unnamed: 0,Field,CANDELS_ID,z,RA_gal,DEC_gal,A,Clump_ID,dist_clump,flux_ratio,restuv_flux,RA_clump,DEC_clump,Raw_Flux,Background_Flux,Corrected_Flux
0,goodss,18,2.658,53.103527,-27.9564824,4.078,1,4.36188605995159,0.2239421104123902,0.333196,53.10360891122155,-27.9565123536194,0.10404968153817477,0.06620587791789427,0.0378438036202805
1,goodss,18,2.658,53.103527,-27.9564824,4.078,2,6.2061300340872645,0.1209827158422797,0.333196,53.10357119485734,-27.95639568252427,0.09347453038682807,0.05299896624508601,0.04047556414174206
2,goodss,31,2.667,53.1038264,-27.9540187,3.839,1,0.720425221657321,0.4060885904609875,0.539943,53.10383576900185,-27.954012401569592,0.35710550968228466,0.17083434070202458,0.18627116898026008
3,goodss,31,2.667,53.1038264,-27.9540187,3.839,2,6.838421784300818,0.1004407746123745,0.539943,53.10377918230918,-27.95391239448093,0.22429117275693938,0.11675208028701735,0.10753909246992203
4,goodss,40,1.056,53.0882628,-27.954256,7.522,1,13.107480688522871,0.0100982125343237,1.37345,53.08802423564937,-27.9543260013419,0.1979776221515537,0.14967229036780338,0.04830533178375032
5,goodss,40,1.056,53.0882628,-27.954256,7.522,2,5.926723378056377,0.0481234096399573,1.37345,53.08836389331826,-27.954226086836297,0.38792997926237177,0.2738090574261251,0.11412092183624667
6,goodss,40,1.056,53.0882628,-27.954256,7.522,3,3.104198769408944,0.05578909133153,1.37345,53.08821295388464,-27.95420938268824,0.44371695989838983,0.3259990165603461,0.11771794333804375
7,goodss,40,1.056,53.0882628,-27.954256,7.522,4,11.02433898245151,0.022764433839054,1.37345,53.0880620198265,-27.954176011821463,0.1966286339052214,0.15429264268906898,0.04233599121615242
8,goodss,40,1.056,53.0882628,-27.954256,7.522,5,14.242754298238808,0.0270188963235222,1.37345,53.088420550331165,-27.954059435349464,0.20361028065238798,0.1176267666254983,0.08598351402688968
9,goodss,49,2.01,53.0906011,-27.9524238,4.831,1,7.318607278710889,0.0707577599179088,0.330353,53.09072291167595,-27.952509997611816,0.1079932115426177,0.0679956737269626,0.03999753781565511
10,goodss,49,2.01,53.0906011,-27.9524238,4.831,2,3.49814415083198,0.1732311480644989,0.330353,53.09055313119852,-27.952409958861608,0.13252408118708434,0.06632428530349932,0.06619979588358502
11,goodss,73,1.531,53.0995266,-27.9491529,4.154,1,2.415874582837445,0.2703920901023067,0.179191,53.09957262376878,-27.949161784097416,0.162714601376709,0.06986269436224636,0.09285190701446265
12,goodss,73,1.531,53.0995266,-27.9491529,4.154,2,9.461313333781945,0.0418609826900298,0.179191,53.09938397315413,-27.949061752988644,0.08355035652085509,0.030818162059844736,0.05273219446101035
13,goodss,79,1.012,53.0905242,-27.9505466,10.436,1,21.21876999262681,0.0198220559206334,1.01189,53.09074226623816,-27.95086001270661,0.09886388119465864,0.0552253633012522,0.043638517893406434
14,goodss,79,1.012,53.0905242,-27.9505466,10.436,2,11.759090100853893,0.0515270166564611,1.01189,53.09045928834253,-27.950743281037823,0.15479865428156458,0.06692025667333537,0.08787839760822921
15,goodss,79,1.012,53.0905242,-27.9505466,10.436,3,11.82016074340785,0.0815076184558353,1.01189,53.09074233507276,-27.950626680870933,0.26868699181655864,0.1536807718102104,0.11500622000634825
16,goodss,79,1.012,53.0905242,-27.9505466,10.436,4,22.102402584334584,0.1039832900501668,1.01189,53.09011974374247,-27.950509869535257,0.31824660847316344,0.07179169311851688,0.24645491535464656
17,goodss,79,1.012,53.0905242,-27.9505466,10.436,5,11.651446262159904,0.0139363615668289,1.01189,53.0906103368572,-27.950376651858647,0.10892128428620772,0.09333995885512453,0.01558132543108319
18,goodss,79,1.012,53.0905242,-27.9505466,10.436,6,15.429069965490468,0.063163489592419,1.01189,53.09032732550137,-27.950376585837997,0.2002317879243771,0.0715055175072544,0.1287262704171227
19,goodss,79,1.012,53.0905242,-27.9505466,10.436,7,14.04051993339278,0.0180066775534122,1.01189,53.09049714717787,-27.950326625839157,0.09249025750773351,0.07410103419599778,0.01838922331173573
20,goodss,79,1.012,53.0905242,-27.9505466,10.436,8,27.48556348339979,0.0135007209210265,1.01189,53.09096883743795,-27.95031006841265,0.04889155582865725,0.02153362260871082,0.02735793321994643
21,goodss,107,0.616,53.085105,-27.9483683,9.569,1,10.137653204760952,0.0703922263763854,0.9056698371912716,53.085063964709065,-27.94852523544062,0.35830342761102163,0.1754664227831156,0.18283700482790602
22,goodss,107,0.616,53.085105,-27.9483683,9.569,2,10.26606119697326,0.0405885538295082,0.9056698371912716,53.0852715891211,-27.948275293420185,0.4381258216853329,0.23261558310023062,0.20551023858510226
23,goodss,107,0.616,53.085105,-27.9483683,9.569,3,19.077657416464945,0.0415346856345577,0.9056698371912716,53.085101866609605,-27.94804191550136,0.20156892383466937,0.10321043510959046,0.09835848872507891
24,goodss,133,2.9778,53.0766423,-27.9443896,3.194,1,1.4143726524505484,0.5679185706812564,0.302889,53.07661324777839,-27.94440606310184,0.0,0.0,0.0
25,goodss,135,2.812,53.1422875,-27.9444707,3.654,-99,-99.0,-99.0,-99.0,-99.0,-99.0,,,
26,goodss,137,0.688,53.0862728,-27.94509,6.47,-99,-99.0,-99.0,-99.0,-99.0,-99.0,,,
27,goodss,139,2.913,53.076426,-27.943962,3.212,1,1.3717871555019006,0.8273549660508928,0.19325,53.07642477610044,-27.94395600279009,0.0,0.0,0.0
28,goodss,145,2.552,53.0803223,-27.9436714,3.901,-99,-99.0,-99.0,-99.0,-99.0,-99.0,,,
29,goodss,148,2.533,53.1241586,-27.9436967,3.563,1,1.4202508581233104,0.3495143896237027,0.382983,53.12413767088293,-27.94371375028503,0.16784875903234112,0.10677136310289621,0.0610773959294449
30,goodss,148,2.533,53.1241586,-27.9436967,3.563,2,4.432506345173124,0.1543562782008596,0.382983,53.12423200155304,-27.943663749590385,0.1414961865291048,0.086054010124865,0.05544217640423982
31,goodss,160,2.077,53.1307749,-27.9431965,4.056,1,3.4116271777555056,0.3196254313242703,0.304436,53.13074082501529,-27.943163529715317,0.20884976867996635,0.10662802189503334,0.10222174678493301
32,goodss,171,0.6202,53.0842704,-27.9460495,12.961,1,7.25044912401984,0.1126417605821741,1.0896717899731536,53.08438560375031,-27.946108397574022,1.0953881644678154,0.6513942280563559,0.44399393641145946
33,goodss,171,0.6202,53.0842704,-27.9460495,12.961,2,8.324602843379376,0.0506748250373644,1.0896717899731536,53.08432906864145,-27.94592504968937,0.6527454915324903,0.42004481482817846,0.23270067670431183
34,goodss,172,2.616,53.0786565,-27.9431844,5.719,1,0.7628974374055788,0.2618651081243654,0.482959,53.07867018428972,-27.94317340736239,0.0,0.0,0.0
35,goodss,205,2.485,53.1255003,-27.941527,4.886,1,4.936846159239723,0.3994547622346223,0.578705,53.12542052397261,-27.94154707687436,0.3805743213935194,0.10669573128710912,0.27387859010641025
36,goodss,205,2.485,53.1255003,-27.941527,4.886,2,10.217262353487849,0.0545527440060036,0.578705,53.12570351192563,-27.941530404551724,0.07481520131776596,0.049072824954986306,0.025742376362779658
37,goodss,205,2.485,53.1255003,-27.941527,4.886,3,2.8447231851271573,0.1666559042215261,0.578705,53.12555258393808,-27.94149707453791,0.1831258297338064,0.11614610349909454,0.06697972623471185
38,goodss,260,2.699,53.0878463,-27.9392153,4.213,1,5.678213847681328,0.1702839784369106,0.20095,53.0878781762498,-27.93912605612835,0.05087162093837447,0.020703703600422837,0.03016791733795163
39,goodss,260,2.699,53.0878463,-27.9392153,4.213,2,6.554167567281143,0.2797382825014626,0.20095,53.08785924647464,-27.939326050280982,0.050007106995934796,0.03570950572956972,0.014297601266365076
40,goodss,260,2.699,53.0878463,-27.9392153,4.213,3,1.622378654938483,0.4404458994165328,0.20095,53.08785927326987,-27.93924271740359,0.04819609614699857,0.03076884185410987,0.017427254292888696
41,goodss,263,2.1145,53.0785759,-27.9397029,6.381,1,6.729748323674519,0.0917061464392988,2.14546,53.07863390884294,-27.93959008262972,0.0,0.0,0.0
42,goodss,263,2.1145,53.0785759,-27.9397029,6.381,2,5.043264072007335,0.2211852171352357,2.14546,53.07859610315596,-27.9397734029028,0.0,0.0,0.0
43,goodss,263,2.1145,53.0785759,-27.9397029,6.381,3,1.0485764159087303,0.3495379962108283,2.14546,53.07855840594306,-27.93969005799661,0.0,0.0,0.0
44,goodss,264,1.762,53.1439488,-27.9390434,3.647,1,2.662257031167352,0.6901080001907747,0.253065,53.14392747370157,-27.9390288296138,0.44854202740877464,0.1351081440106334,0.31343388339814127
45,goodss,267,1.08444,53.1076932,-27.9397824,6.06,1,2.155226206225229,0.283815650852556,0.0728928,53.10770568804941,-27.939829627554108,0.07502116036296917,0.03322832956983241,0.04179283079313676
46,goodss,274,1.072,53.0907378,-27.9395666,6.349,1,4.278727906749856,0.1737065589621645,0.747237,53.09070788805956,-27.9394934047978,0.4515020396577335,0.27792977008458736,0.17357226957314614
47,goodss,274,1.072,53.0907378,-27.9395666,6.349,2,13.078704542117311,-0.003851599910649,0.747237,53.09085884660024,-27.939376773622797,0.09688434481389187,0.06603470578662728,0.03084963902726459
48,goodss,278,0.6164,53.0833153,-27.9410792,13.131,1,13.135429665602873,0.0544734683243203,1.3207525304798695,53.08336855148755,-27.941291474066297,0.5125732680492293,0.29091017722916074,0.22166309082006858
49,goodss,278,0.6164,53.0833153,-27.9410792,13.131,2,17.55461513391849,0.029446269108671,1.3207525304798695,53.08344418991907,-27.94080816501909,0.16451674361445418,0.14657013658943915,0.01794660702501502
50,goodss,282,1.651,53.0898717,-27.9400053,9.253,1,7.829438836851591,0.0563064481511592,0.287952,53.089783289673214,-27.940109850996134,0.07403567654423802,0.059232164348998945,0.01480351219523908
51,goodss,282,1.651,53.0898717,-27.9400053,9.253,2,6.216921464840937,0.1548355654557661,0.287952,53.08978334030885,-27.939943185248143,0.11994621110339085,0.04606662932245703,0.07387958178093382
52,goodss,282,1.651,53.0898717,-27.9400053,9.253,3,22.052780153531664,0.0649333041041068,0.287952,53.0900098131112,-27.939659907205108,0.06608936311735353,0.0415117800102686,0.02457758310708493
53,goodss,290,0.6719,53.0942236,-27.9395718,8.048,1,3.090113266532474,0.2623676982861774,0.4842778550768273,53.09417912536077,-27.93959413739751,1.0186323760377758,0.3840979592601905,0.6345344167775853
54,goodss,298,2.53,53.137895,-27.9377578,3.408,1,4.730835021431206,0.4055243654981094,0.122218,53.13792807040103,-27.937679624483973,0.10022670010040609,0.04002147824583075,0.06020522185457534
55,goodss,300,1.0893,53.0869025,-27.9383494,5.158,1,12.65867489115666,-0.0014239888242583,0.456988,53.08704829861672,-27.938509181203933,0.11149362994638774,0.07732307531578901,0.03417055463059873
56,goodss,300,1.0893,53.0869025,-27.9383494,5.158,2,6.388430949771626,0.1229482301165185,0.456988,53.08682194189943,-27.93842578974674,0.21267297958917095,0.1311634797372206,0.08150949985195036
57,goodss,300,1.0893,53.0869025,-27.9383494,5.158,3,3.4600650282906558,0.1381045391373765,0.456988,53.086954015805546,-27.93837582423089,0.29316049772607705,0.21464841114915853,0.07851208657691852
58,goodss,300,1.0893,53.0869025,-27.9383494,5.158,4,4.1063426549668245,0.1369525252071569,0.456988,53.08689745283821,-27.938275810123688,0.23989026701449898,0.13997221337112584,0.09991805364337314
59,goodss,309,2.627,53.1064947,-27.9376614,5.429,1,1.6295743309220367,0.3541998826570423,0.268133,53.10651747976353,-27.937662838042627,0.14121243695654798,0.06367191382793501,0.07754052312861297
60,goodss,309,2.627,53.1064947,-27.9376614,5.429,2,8.722127750726882,0.2555963864408397,0.268133,53.10657409280713,-27.937546178606876,0.09228054446999616,0.030921784494970305,0.06135875997502585
61,goodss,328,2.947,53.1302312,-27.9370572,3.921,1,4.568151978645194,0.1525190186290776,0.395308,53.13015555848527,-27.937080261536654,0.08168758949622391,0.06641613563240406,0.015271453863819853
62,goodss,328,2.947,53.1302312,-27.9370572,3.921,2,1.8132877598439805,0.4985009582354843,0.395308,53.13026874687768,-27.93704692227289,0.20058231908761412,0.05357337248545886,0.14700894660215524
63,goodss,336,2.6711,53.085238,-27.9369386,3.974,1,8.998247051509534,0.0588981240369686,0.394971,53.08521885456975,-27.937075371498413,0.1309814882424801,0.09051614043707071,0.04046534780540939
64,goodss,336,2.6711,53.085238,-27.9369386,3.974,2,3.080332774230733,0.4766458992655579,0.394971,53.085256619340136,-27.936975382254776,0.29326523702498664,0.1366152431378217,0.15664999388716494
65,goodss,366,1.9306,53.1002665,-27.9364523,6.287,1,6.592769713860784,0.0552094306049213,0.63336,53.10036768045364,-27.936395320085428,0.17643117031473485,0.11974970616975711,0.05668146414497774
66,goodss,366,1.9306,53.1002665,-27.9364523,6.287,2,6.05636958086278,0.0669615905017313,0.63336,53.10017903396472,-27.93637862287213,0.1373996754908474,0.16711990150452052,-0.029720226013673134
67,goodss,366,1.9306,53.1002665,-27.9364523,6.287,3,17.427553256266354,0.0087021560839323,0.63336,53.10004701039958,-27.93622860204515,0.5680365784829764,0.6671901890330073,-0.09915361055003091
68,goodss,366,1.9306,53.1002665,-27.9364523,6.287,4,9.981964360785906,0.0472745304151801,0.63336,53.10021671549653,-27.936611961153726,0.10393858818414364,0.14220435454159383,-0.03826576635745019
69,goodss,366,1.9306,53.1002665,-27.9364523,6.287,5,6.156266116730172,0.0940323286710934,0.63336,53.1002167293404,-27.93654529483001,0.11840915881275255,0.2109165390709655,-0.09250738025821295
70,goodss,366,1.9306,53.1002665,-27.9364523,6.287,6,3.3600018601185333,0.1320488282963431,0.63336,53.10019788163809,-27.93646195885261,0.20042273572253205,0.2224678169841414,-0.02204508126160934
71,goodss,371,1.708,53.0917077,-27.9360139,5.063,1,4.34334116781079,0.3955429657022196,0.597035,53.09167100876451,-27.93607697566222,0.6708609984451148,0.19893946840527005,0.47192153003984477
72,goodss,371,1.708,53.0917077,-27.9360139,5.063,2,4.5452846445519794,0.32179647187284,0.597035,53.0916899118668,-27.93594364725217,0.467370090165049,0.22129000783009564,0.24608008233495335
73,goodss,372,2.805,53.0929203,-27.9363229,7.221,1,14.084406714519432,0.038063489082025,0.629198,53.09291596179311,-27.93656058043356,0.044199187622796635,0.015791036303495758,0.028408151319300877
74,goodss,372,2.805,53.0929203,-27.9363229,7.221,2,2.30662361472348,0.2114740212043656,0.629198,53.09295374675537,-27.93636058959869,0.16648234382586344,0.051545146426744154,0.11493719739911928
75,goodss,372,2.805,53.0929203,-27.9363229,7.221,3,11.138245485712728,0.1443513547461874,0.629198,53.09272736690495,-27.93636054068505,0.13382468754667728,0.05958325772995982,0.07424142981671747
76,goodss,372,2.805,53.0929203,-27.9363229,7.221,4,14.201602462398393,0.004931047799261,0.629198,53.09319899159436,-27.93636064217069,-0.006353529625491481,-0.0003051504468183701,-0.006048379178673111
77,goodss,382,2.572,53.133359,-27.9355559,4.848,1,10.293143348851215,0.067999254611939,0.296563,53.13334363144495,-27.935730061128076,0.06433242501480575,0.031218357770743676,0.03311406724406207
78,goodss,382,2.572,53.133359,-27.9355559,4.848,2,0.8881441324469814,0.3541559065435073,0.296563,53.13336248002916,-27.9355633938515,0.02864515305163566,0.07366553595616239,-0.04502038290452673
79,goodss,382,2.572,53.133359,-27.9355559,4.848,3,2.882498915871436,0.3800347894873028,0.296563,53.133381339984126,-27.9355133926542,0.07718592627992757,0.07138985242069602,0.005796073859231546
80,goodss,413,2.7066,53.1095855,-27.9345624,5.896,1,9.63614030615993,0.0056052160838429,0.542941,53.109687193441125,-27.934696521785654,0.030453330134759402,0.02954169570666556,0.0009116344280938431
81,goodss,413,2.7066,53.1095855,-27.9345624,5.896,2,4.258544352240564,0.1648445410016264,0.542941,53.10951742128596,-27.934613172737976,0.14416845744109588,0.05407306674130661,0.09009539069978928
82,goodss,413,2.7066,53.1095855,-27.9345624,5.896,3,6.4540839783814405,0.0929152684501963,0.542941,53.10964949019562,-27.93447985262256,0.09363182884167545,0.06629521417388172,0.027336614667793732
83,goodss,436,2.612,53.0884879,-27.9334409,3.491,1,1.874436582016048,0.4417343003835847,0.232885,53.088521389617,-27.93345957916937,0.11939499766731054,0.062397068584751296,0.05699792908255925
84,goodss,461,0.7587,53.0875397,-27.933578,9.586,1,14.092638149047891,0.063912198519007,0.8190264187265769,53.08771013243444,-27.93374268240987,0.3210408869642786,0.12213926206307714,0.1989016249012015
85,goodss,465,2.603,53.1400962,-27.9329165,4.796,1,2.81428498912246,0.4192231807012886,0.463512,53.14013454289192,-27.93294605527665,0.21205601103644525,0.09827597757603485,0.1137800334604104
86,goodss,465,2.603,53.1400962,-27.9329165,4.796,2,3.174933070160692,0.2155765721265539,0.463512,53.14007793639543,-27.932862729439805,0.14913865131534537,0.1048043045048296,0.044334346810515776
87,goodss,482,1.049,53.1035195,-27.933323,6.977,1,14.166566715333673,0.0747180732934836,0.266263,53.10329232564709,-27.93321244453875,0.07911666409724125,0.020421992273610964,0.05869467182363028
88,goodss,482,1.049,53.1035195,-27.933323,6.977,2,3.732507535156497,0.2013250467614767,0.266263,53.1035563983687,-27.93337914726419,0.15903260433906158,0.08820908248360843,0.07082352185545315
89,goodss,482,1.049,53.1035195,-27.933323,6.977,3,1.6542709874745398,0.1804139645890922,0.266263,53.10351868419355,-27.93329580910018,0.120545792025018,0.0849787275320728,0.035567064492945194
90,goodss,513,1.09,53.1185892,-27.9317767,6.61,1,1.549596721731171,0.2786972979352962,0.231647,53.11859144608427,-27.9317470898622,0.20947614106296142,0.10648368740324808,0.10299245365971334
91,goodss,513,1.09,53.1185892,-27.9317767,6.61,2,11.73887771467102,0.0784132781368345,0.231647,53.11855372415039,-27.93158042283735,0.07781067187150334,0.03764461544367723,0.040166056427826106
92,goodss,528,1.0887,53.11347,-27.933294,12.639,1,25.9930570056698,0.0221858248070732,1.22572,53.11330930182015,-27.93371348768025,0.07958949711212994,0.0222146976558139,0.05737479945631604
93,goodss,528,1.0887,53.11347,-27.933294,12.639,2,24.272391981426136,0.0243779685152074,1.22572,53.113762058859685,-27.933613518302757,0.06522460671661315,0.01829923990659149,0.04692536681002166
94,goodss,528,1.0887,53.11347,-27.933294,12.639,3,1.4591136007864542,0.2604699445219,1.22572,53.11346025517148,-27.933280166652874,0.978683053340792,0.2929578061212861,0.6857252472195059
95,goodss,528,1.0887,53.11347,-27.933294,12.639,4,26.439724138122173,0.016352231613948,1.22572,53.11296977931165,-27.93328013286812,0.06371719947550056,0.008675694781612526,0.055041504693888035
96,goodss,528,1.0887,53.11347,-27.933294,12.639,5,27.26974536918157,0.0639982824449148,1.22572,53.11395074184517,-27.933146866008244,0.2352239069632516,0.08900185119460635,0.14622205576864525
97,goodss,528,1.0887,53.11347,-27.933294,12.639,6,18.5862587009866,0.0149409513858271,1.22572,53.11327163099192,-27.93304682165345,0.08319001171037518,0.035238497980778716,0.04795151372959647
98,goodss,528,1.0887,53.11347,-27.933294,12.639,7,30.566795914848523,0.0093171397807503,1.22572,53.11317732508776,-27.93286348270852,0.1051449199490461,0.07324768467371211,0.03189723527533399
99,goodss,540,2.0987,53.1102342,-27.9304933,5.081,1,1.331169598511023,0.6678440396253885,0.780552,53.11021589217131,-27.93047992409709,1.0875341493921078,0.2656887388150704,0.8218454105770374
100,goodss,540,2.0987,53.1102342,-27.9304933,5.081,2,8.470360824663846,-0.0378235486790625,0.780552,53.11027249940986,-27.930346596490395,0.0521669706496937,0.10098926400569828,-0.04882229335600458
101,goodss,544,2.499,53.098927,-27.930119,2.697,-99,-99.0,-99.0,-99.0,-99.0,-99.0,,,
102,goodss,579,2.947,53.1767847,-27.9292326,2.891,1,0.8053027381053662,0.7351541623429602,0.145971,53.17678621178935,-27.929236619473496,0.0785772766877929,0.030770348150926483,0.04780692853686641
103,goodss,583,2.805,53.0843082,-27.929147,2.938,-99,-99.0,-99.0,-99.0,-99.0,-99.0,,,
104,goodss,599,2.562,53.11122,-27.9289624,4.549,1,3.3552216767301686,0.2474928032127295,0.55927,53.1112724295734,-27.929013355723168,0.26839864210119607,0.20711592910594145,0.06128271299525462
105,goodss,599,2.562,53.11122,-27.9289624,4.549,2,1.7442799373953706,0.3125227762058926,0.55927,53.11121584551676,-27.92894668465295,0.30422814028831474,0.24174907135558893,0.06247906893272581
106,goodss,606,0.606,53.1250726,-27.9295841,8.279,-99,-99.0,-99.0,-99.0,-99.0,-99.0,,,
107,goodss,624,2.91,53.1493359,-27.9280912,3.611,1,2.0276864895737705,0.6348800794164301,0.295199,53.149358051532,-27.92812794561829,0.14259058532762237,0.08208037755256059,0.060510207775061775
108,goodss,624,2.91,53.1493359,-27.9280912,3.611,2,3.5674237903562847,0.3282699099634947,0.295199,53.1493203040153,-27.928044619906068,0.13758017874452405,0.09754708428893105,0.040033094455593
109,goodss,627,1.977,53.1447578,-27.9284242,5.536,1,9.204955187289071,0.067617351574226,0.401196,53.14464224270013,-27.92852876975004,0.13915269700893368,0.0832833589121538,0.05586933809677988
110,goodss,627,1.977,53.1447578,-27.9284242,5.536,2,1.170982493464356,0.1997913870188634,0.401196,53.14475539743479,-27.928395419076654,0.28667332555099395,0.12015165283961521,0.16652167271137874
111,goodss,630,0.983,53.1440216,-27.9287686,8.354,1,4.979603397862123,0.1363103802233566,0.3549004007361257,53.14396320647142,-27.928828849351667,0.3732362398256367,0.2171503870775431,0.15608585274809358
112,goodss,643,2.638,53.0782371,-27.9272428,3.261,1,0.8611112007168413,0.782022734454603,0.198139,53.0782239277176,-27.92725667957337,0.1966396367658761,0.03483654272116113,0.16180309404471496
