Unnamed: 0,Field,CANDELS_ID,z,RA_gal,DEC_gal,A,Clump_ID,dist_clump,flux_ratio,restuv_flux,RA_clump,DEC_clump,Raw_Flux_f125w_mjy,Background_Flux_f125w_mjy,Corrected_Flux_f125w_mjy,Raw_Flux_f160w_mjy,Background_Flux_f160w_mjy,Corrected_Flux_f160w_mjy,Raw_Flux_f275w_mjy,Background_Flux_f275w_mjy,Corrected_Flux_f275w_mjy,Raw_Flux_f435w_mjy,Background_Flux_f435w_mjy,Corrected_Flux_f435w_mjy,Raw_Flux_f606w_mjy,Background_Flux_f606w_mjy,Corrected_Flux_f606w_mjy,Raw_Flux_f775w_mjy,Background_Flux_f775w_mjy,Corrected_Flux_f775w_mjy,Raw_Flux_f850lp_mjy,Background_Flux_f850lp_mjy,Corrected_Flux_f850lp_mjy,Raw_Flux_f140w_mjy,Background_Flux_f140w_mjy,Corrected_Flux_f140w_mjy
209,goodss,961,2.576,53.1177824,-27.918823,4.783,2,6.378370677531996,0.0733791808417872,0.393473,53.11774315897367,-27.918713783226387,0.2841311102047808,0.22305074151347146,0.06108036869130934,0.31218825638934483,0.2676784536802448,0.04450980270910012,-0.008837459431572528,-0.008504039275534425,-0.0003334201560381037,0.039983277671722356,0.022488711277192267,0.01749456639453009,0.17095097936037992,0.08813324306382544,0.08281773629655446,0.09277311846389391,0.053480252272045066,0.03929286619184884,0.05110677617616296,0.031066647699441254,0.02004012847672171,0.4364890726562778,0.36318090375018536,0.07330816890609242
210,goodss,976,2.631,53.1757201,-27.9181286,3.825,1,0.795495128834866,0.4395493417027392,0.264456,53.17572442417694,-27.918137077838665,0.35608947551287046,0.1068310704790204,0.24925840503385002,0.4932999384581333,0.16076587890130387,0.3325340595568294,-0.013588305829798473,-0.008192985681212258,-0.005395320148586215,0.06564845021311669,0.02088542662396579,0.0447630235891509,0.2627557710500148,0.0845276229634486,0.17822814808656623,0.1331301661053907,0.03883246939433434,0.09429769671105637,0.06766427108980559,0.02131744248784034,0.04634682860196524,0.66483665322808,0.2480168643378802,0.4168197888901999
211,goodss,976,2.631,53.1757201,-27.9181286,3.825,2,9.314387392630822,0.0345407237050314,0.264456,53.17585640791874,-27.91803702768415,0.08259707398392174,0.04813870641969371,0.03445836756422804,0.08424264918408265,0.059354078888538116,0.024888570295544553,-0.003956225605254952,-0.006636904455410173,0.002680678850155221,0.026705119654173083,0.013441592845938932,0.013263526808234151,0.08471764882855577,0.03953630019297421,0.045181348635581556,0.043271606053338234,0.02222388473985576,0.021047721313482474,0.0218319545737694,0.011128077993591364,0.010703876580178033,0.1081357112871221,0.12743601826309925,-0.019300306975977143
212,goodss,980,2.732,53.1703935,-27.9184092,4.621,1,1.647881215379315,0.3880484826028831,0.355665,53.17040552497661,-27.918439009048736,0.8515370256213232,0.22343078187981336,0.6281062437415098,0.9853443845068866,0.24143949933775471,0.7439048851691319,-0.007757135799870848,-0.011248018502251527,0.00349088270238068,0.04389621438863063,0.015179834874744084,0.02871637951388654,0.3149816389896383,0.09496266370834565,0.2200189752812927,0.2032144901213086,0.05839083872617787,0.14482365139513076,0.13162661267561496,0.03837761370768016,0.0932489989679348,1.4340275177324853,0.36568550951778794,1.0683420082146973
213,goodss,980,2.732,53.1703935,-27.9184092,4.621,2,4.677126521701116,0.1348727376602085,0.355665,53.17036775737324,-27.91833902243006,0.5517354445905088,0.20257055828892945,0.3491648863015793,0.5569990336033557,0.19140094689430812,0.36559808670904753,-0.0030815496203291117,-0.005937828812794916,0.0028562791924658048,0.03146344211350373,0.011451459687799185,0.020011982425704542,0.19108485667326613,0.06346984080953508,0.12761501586373103,0.12599768770647185,0.04430281337406616,0.08169487433240569,0.08949012025121021,0.03278039417658901,0.05670972607462119,0.795122889455724,0.2941562132936362,0.5009666761620878
214,goodss,986,1.234,53.1516947,-27.9188848,6.102,-99,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,
215,goodss,993,2.267,53.2048678,-27.9179461,5.33,1,6.86012026133653,0.190073679993914,0.117745,53.20497899970592,-27.918022798300896,0.2910700832050586,0.21115040710958363,0.07991967609547501,0.48093356141522264,0.32973167163598704,0.15120188977923557,-0.002707686691959125,-0.0035279910437907504,0.0008203043518316257,0.013631202691317273,0.005846651293371923,0.00778455139794535,0.06112767046917323,0.02659347190262462,0.0345341985665486,0.03997874041722905,0.017555171516636728,0.02242356890059232,0.03717824582852426,0.019394859217953815,0.017783386610570454,0.6488839185824793,0.33398565450703943,0.3148982640754399
216,goodss,993,2.267,53.2048678,-27.9179461,5.33,2,4.348706704297268,0.1085837675838025,0.117745,53.204809218572414,-27.917989565812444,0.4530297572358678,0.3518209064917216,0.10120885074414619,0.756498513512945,0.6258468574274285,0.1306516560855164,-0.0019503134539158237,-0.002077818025374488,0.00012750457145866464,0.007203790965495028,0.0021017352632426945,0.005102055702252334,0.052729385741049926,0.03133645879592074,0.021392926945129183,0.041737999918170975,0.027973467187281293,0.013764532730889682,0.036795323499247884,0.023375325055547153,0.01341999844370073,0.9267658638967726,0.7595038647763003,0.1672619991204724
217,goodss,993,2.267,53.2048678,-27.9179461,5.33,3,12.99466236575618,0.0248600376789919,0.117745,53.2046959095668,-27.9178063003502,0.06537120113762017,0.08356769709530452,-0.018196495957684355,0.14022381118657168,0.1486189080966113,-0.008395096910039621,0.0009336308790637323,-0.0012084632293930771,0.0021420941084568093,0.007760339599842325,0.005514119181448367,0.0022462204183939572,0.032723221910963655,0.017679523353529455,0.0150436985574342,0.021355804615715738,0.013120902195540395,0.008234902420175343,0.009596668176401956,0.008544914775791536,0.0010517534006104204,0.27054683008146363,0.20153102313476118,0.0690158069467025
218,goodss,994,1.034,53.1077394,-27.918448,7.299,1,6.48864488934323,0.1200789792491923,0.78728,53.10770863609289,-27.918563057392497,1.346445944143671,0.7012848371802478,0.6451611069634231,1.102478577536109,0.6191921886324026,0.4832863889037066,0.011132050840501218,0.00783948050265756,0.003292570337843657,0.12417253381310465,0.06311631811495678,0.06105621569814788,0.44685986792624954,0.22396534096054335,0.22289452696570616,0.3553564987530827,0.19532305168206698,0.1600334470710157,0.2702183541015143,0.14506423557062548,0.12515411853088884,1.7728093056859415,0.9582789280191877,0.8145303776667538
