Unnamed: 0,Field,CANDELS_ID,z,RA_gal,DEC_gal,A,Clump_ID,dist_clump,flux_ratio,restuv_flux,RA_clump,DEC_clump,Raw_Flux_f125w_mjy,Background_Flux_f125w_mjy,Corrected_Flux_f125w_mjy,Raw_Flux_f160w_mjy,Background_Flux_f160w_mjy,Corrected_Flux_f160w_mjy,Raw_Flux_f275w_mjy,Background_Flux_f275w_mjy,Corrected_Flux_f275w_mjy,Raw_Flux_f435w_mjy,Background_Flux_f435w_mjy,Corrected_Flux_f435w_mjy,Raw_Flux_f606w_mjy,Background_Flux_f606w_mjy,Corrected_Flux_f606w_mjy,Raw_Flux_f775w_mjy,Background_Flux_f775w_mjy,Corrected_Flux_f775w_mjy,Raw_Flux_f850lp_mjy,Background_Flux_f850lp_mjy,Corrected_Flux_f850lp_mjy,Raw_Flux_f140w_mjy,Background_Flux_f140w_mjy,Corrected_Flux_f140w_mjy,Fld,F,ID,W,RAJ2000,DEJ2000,Q,mag,e_mag,r,e_r,n,e_n,q_lc,e_q,PA,e_PA,S_N,COSMOS,GOODS,recno,GroupID,GroupSize,Separation
1208,goodss,6770,1.28,53.0832469,-27.8479947,9.306,7,15.591037489532248,0.0377178666033963,0.928371,53.08344014182467,-27.847808430672583,0.06973878893857502,0.058706665248665794,0.011032123689909221,0.09657146443918369,0.07316137711505052,0.023410087324133164,,,,0.028383634443386006,0.014836362376361474,0.013547272067024534,0.02768209701064426,0.01463285327344229,0.01304924373720197,0.03137850487792696,0.020746036232742696,0.010632468645184266,0.05655275920501606,0.037637275302834165,0.0189154839021819,0.08888077589197628,0.06622924400011909,0.022651531891857195,G,H,6770,W,53.083244,-27.847994,0,22.216,0.014,0.64,0.007,0.666,0.027,0.805,0.008,40.5,0.6,166.56,0,1,78634,306,9,0.009568736482618757
1209,goodss,6770,1.28,53.0832469,-27.8479947,9.306,8,6.500803796454711,0.0256931134815257,0.928371,53.08321383738265,-27.84810836620962,0.13761644541985463,0.09997397618503881,0.037642469234815804,0.16582921306005002,0.1245389613243169,0.04129025173573314,,,,0.02978328059812983,0.022274275925161117,0.00750900467296871,0.030716199031721004,0.025399377346654345,0.005316821685066657,0.04682430526343922,0.03920161869070526,0.007622686572733959,0.08603818195613895,0.06655959059575177,0.019478591360387182,0.1393416213695943,0.0999245444902482,0.039417076879346105,G,H,6770,W,53.083244,-27.847994,0,22.216,0.014,0.64,0.007,0.666,0.027,0.805,0.008,40.5,0.6,166.56,0,1,78634,306,9,0.009568736482618757
1210,goodss,6770,1.28,53.0832469,-27.8479947,9.306,9,4.448645861382985,0.0250156384559007,0.928371,53.0833269655595,-27.84802506511455,0.1812235656672284,0.12510039977058374,0.056123165896644664,0.22810385419595555,0.16466574282040874,0.06343811137554682,,,,0.032971767199997566,0.019842664007545564,0.013129103192452005,0.040455527020182895,0.02550386844372563,0.014951658576457265,0.06142059847497737,0.04234102019236771,0.01907957828260966,0.10354667074291905,0.0747341470520179,0.02881252369090115,0.19179584144800413,0.14269665972257672,0.049099181725427404,G,H,6770,W,53.083244,-27.847994,0,22.216,0.014,0.64,0.007,0.666,0.027,0.805,0.008,40.5,0.6,166.56,0,1,78634,306,9,0.009568736482618757
1211,goodss,6808,2.007,53.1035169,-27.8472688,6.665,1,1.4925858434274386,0.5263968414847954,0.501315,53.10353392227991,-27.847246003103805,0.4036779238188253,0.12939708805257455,0.27428083576625073,0.5352916590601988,0.18365990927291276,0.3516317497872861,,,,0.09455250636946358,0.019276470326383698,0.07527603604307988,0.13746586328844335,0.03302911893963291,0.10443674434881044,0.1599625174698555,0.042674135148058366,0.1172883823217971,0.21703498275756888,0.057602249723634355,0.15943273303393452,0.47863319214496003,0.18077700380168774,0.2978561883432723,G,H,6808,W,53.103516,-27.847267,0,22.826,0.017,0.365,0.008,1.459,0.063,0.386,0.01,35.4,0.8,164.64,0,1,78672,307,2,0.007085015808214528
1212,goodss,6808,2.007,53.1035169,-27.8472688,6.665,2,8.693550051618729,0.1114276491720676,0.501315,53.10360933794815,-27.847146013567677,0.10604903919732815,0.044232430315323826,0.061816608882004326,0.146758826031387,0.057737068872137025,0.08902175715924998,,,,0.0275213006794762,0.009749122092363371,0.01777217858711283,0.04098894377910305,0.01391666827321235,0.0270722755058907,0.04604192881762634,0.015199639915353065,0.030842288902273272,0.0576066820248198,0.022066023084885703,0.0355406589399341,0.1371926842169971,0.05313317588831464,0.08405950832868246,G,H,6808,W,53.103516,-27.847267,0,22.826,0.017,0.365,0.008,1.459,0.063,0.386,0.01,35.4,0.8,164.64,0,1,78672,307,2,0.007085015808214528
1213,goodss,6821,0.6206,53.2291751,-27.8476775,7.727,-99,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,G,H,6821,W,53.229172,-27.847679,0,20.819,0.007,0.413,0.003,0.846,0.016,0.642,0.005,-1.0,0.4,349.92,0,1,78685,,,0.01124852497978547
1214,goodss,6832,2.783,53.1726269,-27.8463166,5.535,1,6.432558783252587,0.4341685637346402,0.250254,53.17252272921856,-27.8463717393045,0.08196526646730787,0.02842320846772548,0.053542057999582386,0.10027920566679499,0.03279161401327381,0.06748759165352118,3.097457260808029E-4,-0.006307586143024452,0.0066173318691052545,0.024538697015336907,0.005285651061285594,0.01925304595405131,0.05364230478510485,0.013340933796919863,0.04030137098818498,0.061419250281261085,0.0145513996196262,0.046867850661634874,0.07154452972456232,0.024734461312453816,0.04681006841210852,0.10599368623098585,0.04232802895032588,0.06366565728065997,G,H,6832,,53.172623,-27.846315,2,24.29,0.045,0.428,0.02,0.2,0.041,0.258,0.027,61.8,2.2,47.85,0,2,78696,308,2,0.013685410046424932
1215,goodss,6832,2.783,53.1726269,-27.8463166,5.535,2,2.842149274756694,0.3367237608193502,0.250254,53.17267349336031,-27.84630501850072,0.09217589463151844,0.03457723905097667,0.05759865558054178,0.14307345039784988,0.05011644268021682,0.09295700771763306,-0.008710740994740177,-0.0050530481863502626,-0.003657692808389914,0.01237880366311145,0.007733477008868058,0.004645326654243392,0.04442894834675642,0.014138560108039641,0.030290388238716773,0.04757734463361335,0.015102001216630346,0.032475343416983,0.0690703379373408,0.023068714822549612,0.04600162311479118,0.11326217883583575,0.04547497053876878,0.06778720829706696,G,H,6832,,53.172623,-27.846315,2,24.29,0.045,0.428,0.02,0.2,0.041,0.258,0.027,61.8,2.2,47.85,0,2,78696,308,2,0.013685410046424932
1216,goodss,6880,2.404,53.0272097,-27.8458914,3.992,-99,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,G,H,6880,,53.027206,-27.84589,0,23.954,0.119,0.388,0.045,0.572,0.293,0.497,0.067,10.1,4.6,18.94,0,0,78744,,,0.012810713629790487
1217,goodss,6887,2.557,53.2285191,-27.8463438,6.426,1,11.116134669929114,0.1347284459758223,0.78564,53.22854312174455,-27.84654032914839,0.12483395669862475,0.06199678148449784,0.0628371752141269,0.17410869543248522,0.07456688598277367,0.09954180944971155,-0.016563010216881287,-0.01381579751132001,-0.002747212705561275,0.03629680506175777,0.01604326952638139,0.020253535535376378,0.06210349432154697,0.027898268172848913,0.03420522614869806,0.06852843583013173,0.0279444871357265,0.04058394869440522,0.08544340217680094,0.03337524113798202,0.0520681610388189,0.1493222270838268,0.06477377953693908,0.08454844754688776,G,H,6887,W,53.228519,-27.846344,0,22.49,0.023,0.42,0.011,1.046,0.069,0.793,0.015,42.0,1.1,99.02,0,3,78751,309,3,7.872250771978429E-4
1218,goodss,6887,2.557,53.2285191,-27.8463438,6.426,2,5.741815914847844,0.2111566492949337,0.78564,53.22846746484174,-27.846273720498544,0.27833439007885297,0.15084534860047868,0.12748904147837425,0.41326540615368823,0.22816861769091695,0.18509678846277128,-0.015621408865535279,-0.01651703497257701,8.956261070417298E-4,0.061114925449864646,0.024431698963425567,0.03668322648643908,0.1031957373894848,0.04390134616442454,0.05929439122506027,0.12486831099327789,0.05370704548789737,0.0711612655053805,0.1526801345600431,0.06856666160261711,0.084113472957426,0.3880884909925002,0.19856377802490618,0.18952471296759402,G,H,6887,W,53.228519,-27.846344,0,22.49,0.023,0.42,0.011,1.046,0.069,0.793,0.015,42.0,1.1,99.02,0,3,78751,309,3,7.872250771978429E-4
1219,goodss,6887,2.557,53.2285191,-27.8463438,6.426,3,9.212950124688616,0.0696764133643415,0.78564,53.22863707592353,-27.846240257852,0.13682331356039804,0.08269062932540815,0.05413268423498988,0.20706020407683784,0.12714983574287453,0.0799103683339633,0.0010780097214909909,-0.015328591932791721,0.01640660165428271,0.021651770181234695,0.014048387110344165,0.00760338307089053,0.03916524326416262,0.023051108093832928,0.016114135170329693,0.041494215855461807,0.027361492539431164,0.014132723316030646,0.05757608025064537,0.03175029023564245,0.025825790015002913,0.19411760459173144,0.10228155242699248,0.09183605216473897,G,H,6887,W,53.228519,-27.846344,0,22.49,0.023,0.42,0.011,1.046,0.069,0.793,0.015,42.0,1.1,99.02,0,3,78751,309,3,7.872250771978429E-4
1220,goodss,6942,2.444,53.228535,-27.8451663,4.124,1,8.41262147014829,-0.0060106171961074,0.370497,53.22856076950332,-27.84530698392221,0.018282540495424326,0.010566244191458182,0.007716296303966145,0.025812123994004187,0.015349407577886724,0.010462716416117462,-0.021179817584859317,-0.01989931243638402,-0.0012805051484752986,0.0132994543454211,0.007085564494973936,0.006213889850447166,0.016226253723361398,0.008991844639722227,0.007234409083639173,0.011958500535484626,0.007119651642144127,0.0048388488933404986,0.018118450481622417,0.005838613005604724,0.012279837476017692,0.020462849459617273,0.01780847608312593,0.002654373376491345,G,H,6942,,53.228535,-27.845163,2,23.964,0.042,0.286,0.013,0.2,0.042,0.188,0.03,-70.8,2.4,47.72,0,1,78806,310,3,0.011879999996593574
1221,goodss,6942,2.444,53.228535,-27.8451663,4.124,2,3.324484922510552,0.7493720643590733,0.370497,53.22859833779652,-27.845173622097448,0.12277061418130503,0.020216110743373854,0.10255450343793118,0.20088901426094882,0.02608310085589521,0.1748059134050536,-0.016145865738811015,-0.007984726086438377,-0.00816113965237264,0.09462895391164404,0.010428580833727684,0.08420037307791636,0.11604512886558076,0.013548638065934775,0.10249649079964598,0.1110338209843475,0.012614353107581572,0.0984194678767659,0.10592380171109221,0.014464536034144713,0.09145926567694751,0.14996854775911256,0.023772448720323167,0.1261960990387894,G,H,6942,,53.228535,-27.845163,2,23.964,0.042,0.286,0.013,0.2,0.042,0.188,0.03,-70.8,2.4,47.72,0,1,78806,310,3,0.011879999996593574
1222,goodss,6942,2.444,53.228535,-27.8451663,4.124,3,2.7770848024502257,0.3269559811462407,0.370497,53.22848522699613,-27.845157041706067,0.15105636865427363,0.028040430819599713,0.12301593783467392,0.234798027882437,0.04105388507835662,0.19374414280408037,-0.018986263346651537,-0.01059406544074976,-0.008392197905901776,0.04112787199458769,0.00879912946047087,0.03232874253411682,0.06556358467316051,0.01290523650585529,0.052658348167305226,0.0781535238455206,0.013140860193171011,0.06501266365234959,0.0812329269594661,0.015843229923451024,0.06538969703601508,0.16411618876686881,0.03968139671255075,0.12443479205431808,G,H,6942,,53.228535,-27.845163,2,23.964,0.042,0.286,0.013,0.2,0.042,0.188,0.03,-70.8,2.4,47.72,0,1,78806,310,3,0.011879999996593574
1223,goodss,6961,1.816,53.1997931,-27.845236,5.375,1,3.623922253581056,0.6401136738766824,0.0955772,53.199740347850266,-27.84519263853123,0.21330866174830956,0.09836623597924923,0.11494242576906034,0.2786994389018206,0.14706018806334767,0.1316392508384729,-0.013206882633282943,-0.02003699156444156,0.006830108931158618,0.028125801733748464,0.0069504791093888425,0.021175322624359623,0.03574913392770474,0.0088720922585866,0.026877041669118137,0.06409630791124768,0.022207592869647314,0.04188871504160036,0.08130108227273287,0.027853934209401035,0.05344714806333183,0.2597785255642689,0.115278475210595,0.1445000503536739,G,H,6961,W,53.199795,-27.845236,0,23.263,0.025,0.331,0.009,0.795,0.072,0.629,0.017,64.8,1.3,83.17,0,1,78825,,,0.006048013350000631
1224,goodss,6997,0.98,53.2148657,-27.8457374,6.262,-99,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,,,,,,,,,,,,,,,,,,,,,G,H,6997,W,53.214867,-27.845737,0,21.574,0.007,0.324,0.002,1.086,0.023,0.794,0.006,18.6,0.4,319.95,0,1,78861,,,0.004381487494862213
1225,goodss,7018,1.956,53.1428867,-27.8446447,5.814,1,2.071822868876584,0.3978845198656175,0.333465,53.14285352038773,-27.84462921185065,0.3037554102248494,0.10042818129462666,0.2033272289302228,0.3820042765455023,0.13609555216455183,0.24590872438095046,,,,0.0724201365986612,0.029446582600414627,0.04297355399824656,0.10031443306622441,0.038789678265088084,0.06152475480113633,0.12010189484857328,0.044365087835135715,0.07573680701343759,0.14525271495861297,0.055359478083296165,0.08989323687531679,0.37699441347056173,0.14625606154547863,0.23073835192508316,G,H,7018,W,53.142887,-27.844645,0,23.42,0.029,0.283,0.011,1.766,0.132,0.381,0.02,83.0,1.6,102.62,0,2,78882,,,0.0014416443676274822
1226,goodss,7021,2.673,53.1539102,-27.844525,4.508,1,4.366440197689647,0.4625341949529422,0.118775,53.15384250512887,-27.84457718432396,0.046231819806803874,0.0208201208849943,0.025411698921809577,0.06680571028186648,0.033937048032449735,0.03286866224941675,0.0,0.0037375462223174514,-0.0037375462223174514,0.01242912711838459,0.006561521171764835,0.005867605946619754,0.028713183222707075,0.00799161854541043,0.020721564677296644,0.03215289996696182,0.013002423718981528,0.019150476247980296,0.03715848090347463,0.013213594485506117,0.023944886417968513,0.050739193369993316,0.02633207231644255,0.024407121053550765,G,H,7021,,53.153908,-27.844524,0,24.661,0.084,0.378,0.036,0.732,0.22,0.559,0.052,46.5,3.6,29.76,0,1,78885,,,0.007874143241157157
1227,goodss,7034,1.969,53.1020377,-27.8461169,9.444,1,4.454682929233015,0.4336099733328037,0.128254,53.102082712952615,-27.84617912820196,0.15605620716957644,0.09871103774961928,0.057345169419957154,0.22867147308421146,0.1539703755585531,0.07470109752565833,,,,0.029556296394397986,0.011111200760303681,0.01844509563409431,0.03975333852771913,0.016131337589484353,0.023622000938234772,0.05179316494048517,0.02230244865017075,0.02949071629031443,0.07139033815018629,0.03792788742785255,0.03346245072233373,0.18997312151735388,0.13075890456676664,0.059214216950587234,G,H,7034,,53.102036,-27.846115,0,22.46,0.016,0.667,0.009,0.625,0.031,0.769,0.009,-27.1,0.7,136.93,0,1,78898,,,0.00872170637589413
1228,goodss,7055,1.7621,53.1227598,-27.8483046,29.255,1,48.29842453434688,0.0052027831795987,2.36752,53.12340131807637,-27.84889733203366,-0.004418612913381833,-0.0014952435890064012,-0.0029233693243754318,-0.004177823517773569,0.0013319693712279762,-0.0055097928890015455,,,,0.0040473332442003945,-9.035133046193802E-4,0.004950846548819775,-2.9025182956381396E-4,-5.592946122578388E-4,2.6904278269402487E-4,-0.0048565604575017615,-4.82239183369524E-4,-0.0043743212741322365,-0.006054865862033222,-0.008692157999028496,0.002637292136995275,-0.006668298170974968,-0.003199753091343196,-0.003468545079631772,G,H,7055,,53.122757,-27.848303,3,,,,0.001,,,,,,,186.53,0,5,78919,311,16,0.010611890083140355
1229,goodss,7055,1.7621,53.1227598,-27.8483046,29.255,2,54.97283704248854,0.0067068493668756,2.36752,53.12194988377502,-27.84886399792422,0.004834944800758592,0.0012546691559219478,0.003580275644836644,0.008794133984657745,0.0019908306520147493,0.006803303332642996,,,,0.00642186426084697,-2.3633447465377615E-4,0.006658198735500746,-0.0025568983930863063,1.0564223002601542E-4,-0.002662540623112322,4.3515793362908033E-4,0.0012988367104269296,-8.636787767978491E-4,0.0070368381420348805,0.0025335651607935944,0.004503272981241286,0.02165851974129408,0.0017583261798697239,0.01990019356142436,G,H,7055,,53.122757,-27.848303,3,,,,0.001,,,,,,,186.53,0,5,78919,311,16,0.010611890083140355
1230,goodss,7055,1.7621,53.1227598,-27.8483046,29.255,3,47.97147915689072,0.0056583841597668,2.36752,53.12364636244452,-27.848530664141027,-3.1219206337014295E-5,0.0047061899676296235,-0.004737409173966638,0.0038156967692312056,-4.7080209538239484E-4,0.004286498864613601,,,,0.005756730116379885,9.222880016642546E-4,0.004834442114715631,-8.701940267410081E-4,-0.001017835705364896,1.4764167862388794E-4,0.002144484220910704,0.0018905022469513605,2.5398197395934364E-4,-0.0033678362345243404,0.0023603648716272103,-0.005728201106151551,-0.010875410463457812,-0.0011673913256324909,-0.009708019137825322,G,H,7055,,53.122757,-27.848303,3,,,,0.001,,,,,,,186.53,0,5,78919,311,16,0.010611890083140355
1231,goodss,7055,1.7621,53.1227598,-27.8483046,29.255,4,18.5644233010347,0.0435201621808596,2.36752,53.1230997197889,-27.84843066662964,0.09429841465719603,0.03881646763045716,0.05548194702673887,0.07284696180083862,0.037125285229684946,0.035721676571153674,,,,0.05956049402627791,0.019035299374708103,0.040525194651569806,0.06024799739834369,0.019687795558809222,0.04056020183953446,0.0649404884990385,0.02275761500196178,0.04218287349707672,0.06999668047460622,0.022349866223748672,0.04764681425085755,0.10404476580924377,0.04373573645472757,0.06030902935451619,G,H,7055,,53.122757,-27.848303,3,,,,0.001,,,,,,,186.53,0,5,78919,311,16,0.010611890083140355
1232,goodss,7055,1.7621,53.1227598,-27.8483046,29.255,5,13.909091001931074,0.0056220856287897,2.36752,53.122798124143934,-27.84808066718863,0.04348537657302796,0.03586448207068267,0.00762089450234528,0.04028079283188863,0.0404391831802732,-1.5839034838457524E-4,,,,0.014450044916867745,0.00783729614935825,0.006612748767509495,0.014437172932565173,0.009187644376833854,0.0052495285557313184,0.02029475137828068,0.016897457028770796,0.0033972943495098828,0.028516915531432374,0.02124202305557354,0.007274892475858835,0.06217243527888487,0.0472701467069768,0.01490228857190807,G,H,7055,,53.122757,-27.848303,3,,,,0.001,,,,,,,186.53,0,5,78919,311,16,0.010611890083140355
1233,goodss,7055,1.7621,53.1227598,-27.8483046,29.255,6,53.00342264891957,0.0047470193501466,2.36752,53.1227038761381,-27.84743066741906,0.059883092710777915,0.0581113218671597,0.0017717708436182215,0.07503774731849434,0.06965172108045016,0.005386026238044181,,,,0.006283926701730453,0.004268320775234393,0.00201560592649606,0.012306264530536844,0.013157352531930202,-8.510880013933568E-4,0.03696894387597148,0.03546558283867728,0.0015033610372942002,0.04178868968405506,0.03835000509672405,0.003438684587331016,0.07234489094532076,0.06057925198723264,0.01176563895808812,G,H,7055,,53.122757,-27.848303,3,,,,0.001,,,,,,,186.53,0,5,78919,311,16,0.010611890083140355
1234,goodss,7055,1.7621,53.1227598,-27.8483046,29.255,7,68.08845579464995,0.0049177267226134,2.36752,53.12253423070101,-27.84719733400444,0.1731789504922514,0.1576765275201584,0.015502422972092995,0.2174568558808786,0.1880865059617263,0.0293703499191523,,,,0.010107723445984165,0.005279786770791957,0.004827936675192207,0.043609723067545014,0.038794760221142637,0.00481496284640238,0.09003717596257996,0.08244831679481907,0.0075888591677609,0.12171011470617178,0.11006776269538295,0.011642352010788837,0.1938021700621652,0.17986350728965814,0.013938662772507077,G,H,7055,,53.122757,-27.848303,3,,,,0.001,,,,,,,186.53,0,5,78919,311,16,0.010611890083140355
1235,goodss,7055,1.7621,53.1227598,-27.8483046,29.255,8,75.58976658582827,0.003873273230942,2.36752,53.122232638871495,-27.8471473332223,0.2148305195495641,0.2183329571465645,-0.003502437597000401,0.2546388483787498,0.2622218015800545,-0.007582953201304712,,,,0.01162428481439817,0.009231527452730258,0.0023927573616679136,0.050508881943357335,0.05319142380840662,-0.002682541865049286,0.10867251766753847,0.11363109544845487,-0.004958577780916417,0.15316811784363513,0.15509732180057653,-0.0019292039569413966,0.2618422481523488,0.24197794838631778,0.019864299766031025,G,H,7055,,53.122757,-27.848303,3,,,,0.001,,,,,,,186.53,0,5,78919,311,16,0.010611890083140355
1236,goodss,7055,1.7621,53.1227598,-27.8483046,29.255,9,74.55694342246066,0.0022560058286359,2.36752,53.12240228443876,-27.847114000430416,0.3555762455936357,0.33863824686135724,0.01693799873227853,0.4127990359941546,0.408759550766085,0.004039485228069526,,,,0.017912651894469802,0.01555902690106684,0.002353624993402963,0.0848385437149118,0.08096224578742699,0.0038762979274848215,0.17901151422299058,0.17174856554321666,0.0072629486797739316,0.2497036159621551,0.2396510992149211,0.010052516747234003,0.3854829630011065,0.37190148341285334,0.013581479588253172,G,H,7055,,53.122757,-27.848303,3,,,,0.001,,,,,,,186.53,0,5,78919,311,16,0.010611890083140355
1237,goodss,7055,1.7621,53.1227598,-27.8483046,29.255,10,14.163785246183313,0.0380988475157666,2.36752,53.12276042486928,-27.84854733369069,0.06786361758219198,0.03935013439475855,0.028513483187433433,0.04340410703631203,0.029785861769928763,0.013618245266383264,,,,0.050248820826949266,0.023662816965836102,0.02658600386111316,0.04543120209598679,0.01934520082139686,0.026086001274589925,0.04608134792362147,0.024010826250126842,0.02207052167349463,0.04385522614997882,0.021302698044525864,0.022552528105452958,0.06989087911755276,0.044006614653460153,0.02588426446409262,G,H,7055,,53.122757,-27.848303,3,,,,0.001,,,,,,,186.53,0,5,78919,311,16,0.010611890083140355
1238,goodss,7055,1.7621,53.1227598,-27.8483046,29.255,11,15.45356957146148,0.0134714159418551,2.36752,53.12293007248892,-27.848530666915003,0.03490416140350712,0.02819632835753564,0.006707833045971479,0.04051221076460533,0.03000713634045735,0.010505074424147977,,,,0.024346587019062563,0.013671223087010473,0.010675363932052089,0.01664940167711622,0.012752924035071651,0.003896477642044568,0.019143726287560437,0.014583137619656118,0.004560588667904322,0.022327417286604645,0.01358651395694308,0.008740903329661567,0.038038729055200594,0.030363218230024247,0.007675510825176346,G,H,7055,,53.122757,-27.848303,3,,,,0.001,,,,,,,186.53,0,5,78919,311,16,0.010611890083140355
1239,goodss,7055,1.7621,53.1227598,-27.8483046,29.255,12,19.31095058509549,0.0353113337167209,2.36752,53.122421130081285,-27.84838066669432,0.08346719751475203,0.05026118846819173,0.03320600904656029,0.0697821583437608,0.040521293604843384,0.029260864738917407,,,,0.0587560965630861,0.03089016889745474,0.027865927665631354,0.060617452735676626,0.03084317261217678,0.02977428012349985,0.06212708239116478,0.03586598576944638,0.0262610966217184,0.06533088129255121,0.03869431374906336,0.026636567543487845,0.10317184043080105,0.048189958590680045,0.054981881840121,G,H,7055,,53.122757,-27.848303,3,,,,0.001,,,,,,,186.53,0,5,78919,311,16,0.010611890083140355
1240,goodss,7055,1.7621,53.1227598,-27.8483046,29.255,13,26.14933675067113,0.0238314384864578,2.36752,53.12228918268077,-27.848247333033687,0.08738751577386158,0.04015454356860294,0.04723297220525865,0.10366508441220383,0.03989353467836661,0.06377154973383722,,,,0.037876968882506,0.018038777809963397,0.01983819107254261,0.05542490786204455,0.021402974376006283,0.03402193348603826,0.09053310985048223,0.03400873167723047,0.05652437817325175,0.08118106049071405,0.03259390954172858,0.04858715094898546,0.06621982554882834,0.03511915648863926,0.031100669060189073,G,H,7055,,53.122757,-27.848303,3,,,,0.001,,,,,,,186.53,0,5,78919,311,16,0.010611890083140355
1241,goodss,7055,1.7621,53.1227598,-27.8483046,29.255,14,1.427519702140745,0.101743850041635,2.36752,53.122798124237946,-27.84829733377601,0.4966209684654014,0.1983007349745219,0.29832023349087944,0.5392603068618614,0.20808379209995856,0.33117651476190285,,,,0.14612817946253337,0.06227371980369873,0.08385445965883463,0.17789477408131876,0.07511573006245177,0.10277904401886696,0.2107391014051516,0.09136721473039713,0.11937188667475447,0.24826117652169485,0.10402075271143961,0.1442404238102552,0.5645533238734941,0.2241390759303619,0.3404142479431322,G,H,7055,,53.122757,-27.848303,3,,,,0.001,,,,,,,186.53,0,5,78919,311,16,0.010611890083140355
1242,goodss,7055,1.7621,53.1227598,-27.8483046,29.255,15,10.036822828963354,0.0131877289709866,2.36752,53.12259077761558,-27.84828066703096,0.0900448401085622,0.0787924832129302,0.011252356895631999,0.09396936999401664,0.08559922115435414,0.008370148839662495,,,,0.03397253044501756,0.028229678232435305,0.0057428522125822536,0.040191706983367666,0.033449204404541466,0.006742502578826191,0.052376563172708515,0.040555936642884795,0.01182062652982372,0.061910188009128765,0.048671162427009425,0.013239025582119344,0.12560680827848547,0.0860106664116209,0.03959614186686456,G,H,7055,,53.122757,-27.848303,3,,,,0.001,,,,,,,186.53,0,5,78919,311,16,0.010611890083140355
1243,goodss,7055,1.7621,53.1227598,-27.8483046,29.255,16,71.94920300114518,0.006161290893018,2.36752,53.12336360907646,-27.84723066614313,0.014293795014495075,0.015818906325063622,-0.0015251113105685466,0.009720742540590353,0.018393183084367458,-0.008672440543777107,,,,0.006527191753214963,0.0010313438008574915,0.005495847952357471,0.003370987847022355,0.003124806659636068,2.4618118738628666E-4,0.006294252085457529,0.00737691821372145,-0.0010826661282639202,0.008614649015818193,0.013033328142972195,-0.004418679127154005,0.031637345272794784,0.021411482712374228,0.010225862560420556,G,H,7055,,53.122757,-27.848303,3,,,,0.001,,,,,,,186.53,0,5,78919,311,16,0.010611890083140355
1244,goodss,7079,1.506,53.0896852,-27.8446014,8.436,1,10.12601599840727,0.0532783875811319,0.640883,53.089849946232505,-27.84471010026533,0.0812361105443611,0.06833790618471655,0.01289820435964454,0.10169814383774448,0.08284013844518955,0.01885800539255493,,,,0.03154394769811265,0.022610284848184392,0.00893366284992825,0.03389871697641597,0.023781134963234526,0.01011758201318145,0.039479494386686256,0.03185609875746738,0.007623395629218873,0.04844699163826944,0.04116318903396578,0.007283802604303661,0.09394043378777198,0.08672161811470211,0.007218815673069864,G,H,7079,W,53.089684,-27.844603,0,22.608,0.018,0.594,0.01,0.843,0.044,0.659,0.01,-73.3,0.7,133.54,0,1,78943,312,8,0.00691148512368612
1245,goodss,7079,1.506,53.0896852,-27.8446014,8.436,2,13.07808089896985,0.042615931351946,0.640883,53.089454136264585,-27.84464333919014,0.06976529504875799,0.03805046182765776,0.03171483322110021,0.08053433544795638,0.04969016548962008,0.030844169958336297,,,,0.022627140801759617,0.00933930320944782,0.013287837592311799,0.022680511253826967,0.00910853911117182,0.013571972142655144,0.02920124563539165,0.014851387942812188,0.014349857692579463,0.03806126449968795,0.020245824487305893,0.017815440012382052,0.09552134461820813,0.04142735902796518,0.05409398559024296,G,H,7079,W,53.089684,-27.844603,0,22.608,0.018,0.594,0.01,0.843,0.044,0.659,0.01,-73.3,0.7,133.54,0,1,78943,312,8,0.00691148512368612
1246,goodss,7079,1.506,53.0896852,-27.8446014,8.436,3,13.980565081569486,0.0206044674328113,0.640883,53.0899442469465,-27.844526789331503,0.04071692017886737,0.035729278009624534,0.004987642169242833,0.04703553643031576,0.04338010848321105,0.0036554279471047017,,,,0.014860003677401118,0.011255515068496307,0.0036044886089048123,0.01204908778908143,0.010609461142857842,0.001439626646223588,0.013869187476725223,0.014864486734004801,-9.952992572795775E-4,0.021539673338841162,0.01893946522443858,0.0026002081144025795,0.04969988216421948,0.041495110790776696,0.00820477137344278,G,H,7079,W,53.089684,-27.844603,0,22.608,0.018,0.594,0.01,0.843,0.044,0.659,0.01,-73.3,0.7,133.54,0,1,78943,312,8,0.00691148512368612
1247,goodss,7079,1.506,53.0896852,-27.8446014,8.436,4,19.81202160305707,0.0080123448034202,0.640883,53.089341082948586,-27.84450997872641,0.026306029057714078,0.0193606280899361,0.006945400967777973,0.03422083323032472,0.026201996247179445,0.008018836983145271,,,,0.012154647202630759,0.006114513414777205,0.006040133787853554,0.011231396293962236,0.004920708843243398,0.006310687450718839,0.015531877375209011,0.01033816426255821,0.005193713112650802,0.013154708557788712,0.007873217618405618,0.0052814909393830945,0.015337138136595261,0.010382297520930424,0.004954840615664835,G,H,7079,W,53.089684,-27.844603,0,22.608,0.018,0.594,0.01,0.843,0.044,0.659,0.01,-73.3,0.7,133.54,0,1,78943,312,8,0.00691148512368612
